Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Climate Influence,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Middle East and Central Asia,,MECATMP,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,87.7254045315619,87.79091419293371,87.7162038517185,87.9542390388619,88.1489158676745,88.5168235657523,88.8589784286702,89.99952277125311,91.38477619473491,91.9157619708586,92.2001721530191,92.3507238953383,92.9185295340959,92.6168346895592,92.5547730598538,92.6479438798961,92.69982407049221,93.0957112146186,93.1989181191099,93.1394700531466,99.94697494436731,99.8606372813931,99.9502875166249,100.0,99.9021991777827,100.064145944684,100.322985334237,100.44853766682799,100.53600422944001
Oceania,,OCETMP,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.0310512782425,95.0727012821701,95.0667676414364,95.2816789787898,95.3687945651679,95.5855539689575,95.86686129423549,96.8541346114827,97.9072190673265,98.5121140179786,98.9385166450589,99.2536922341717,99.42857194730941,99.5083245794589,99.4238861332708,99.0865844915635,99.22097603371209,99.4401137845159,98.87003713045101,99.71314040762,99.8249528026913,99.71522174726509,99.9107285295833,100.0,100.00851949847001,100.05853645630401,100.072208370877,100.075939305501,100.134543875193
Sub-Saharan Africa,,SSA,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.1540462833356,96.2556674142789,96.2157492029723,97.0832137859747,97.3903371035876,97.8138005206958,98.2385063161751,99.3718923985751,99.9180395018371,100.28692648910399,100.788450115998,100.98807010407799,101.32284494366701,101.54325211563001,101.736139708047,101.805066445635,102.091572186334,101.886074610165,101.85676524981099,102.108248057227,99.9728210425965,100.06084681454699,100.003123895946,100.0,99.8418469641969,99.7483311461412,99.6722090385313,99.7443159714935,99.8634584925432
World,,WLD,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,96.5364782175891,96.7998820902408,96.6054527036818,97.1355073787045,97.28952565584271,97.5271011183868,97.8182924808109,98.5046355041426,99.0122262075803,99.17538290460931,99.3366171088283,99.4785597296404,99.86269957209001,99.7587211040852,99.8164835850347,99.78207401541451,99.86576997381019,99.8779141358982,99.8721271627237,99.8946555880588,99.85695315333649,99.91791530346819,99.9547278619538,100.0,99.90634069073991,100.01864376141901,100.107308893032,100.120086405996,100.168537998631
"Andorra, Principality of",AD,AND,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.04050405040499,86.0846084608461,86.84086575564129,87.9931674760557,89.0370899725128,89.73916164839801,95.679768136657,79.45977974996909,79.45977974996909,79.45977974996909,79.45977974996909,78.5778577857786,79.6221287805144,79.6221287805144,80.6662353754205,77.8759505097231,77.8759505097231,85.70657065706571,85.70657065706571,87.79459579533281,88.83869802131791,93.8971932885905,95.8055805580558,100.0,100.0,100.000209219027,100.0,100.0,99.9173800345997
United Arab Emirates,AE,ARE,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,69.2646293223085,73.4629612383455,77.245903583284,83.1938785013199,89.8016955647531,90.0466104735398,85.0948774280423,73.2345663620974,77.3072184402209,79.44265904125629,80.3471117902848,78.15658750271139,77.9444968740316,79.2091017512848,75.404600145722,73.965616459115,75.7932385216195,101.849976259651,100.47697350938901,97.71634770396591,95.9565057274249,95.3402045486815,99.9729786211863,100.0,100.86817922971301,101.226252509846,100.33187353615,105.054295991987,106.56432119103
"Afghanistan, Islamic Rep. of",AF,AFG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,98.59211187456299,98.6993192636727,98.6767692599288,98.8813615121543,99.0586123162926,99.1714834241088,99.3535809399885,99.8956634691626,100.085910148905,99.4828312782896,99.2976499177592,98.3720775963357,99.0098781764908,99.4568730784819,99.3058019663022,99.48863846288349,99.7059139498756,99.97613062446379,100.10065612992601,100.128157221073,100.217256271759,100.21688064527399,100.05821650758101,100.0,98.9383496718864,98.41350068584269,98.25029242245881,98.4912235827945,98.4784264852396
Antigua and Barbuda,AG,ATG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,84.8314801091648,85.6823377030658,85.960880195599,85.9511002444988,87.3738933414691,88.0,89.1346679403882,90.2738386308069,91.1246943765281,87.4863625348234,85.2127139364303,83.1933347415967,82.7385660276152,82.7382065893025,84.4399143844016,85.5792762127295,86.39590035578,88.30337029117459,88.8754986732805,89.7263562671815,90.8608330590495,94.26405867970661,99.1491442542787,100.0,100.0,100.86552567237199,103.36452770045699,103.36452770045699,103.258329682464
Anguilla,AI,AIA,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,76.2051025519474,76.2051025519474,76.2051025519474,76.2051025519474,76.2051025519474,85.6898578051941,90.5140005633109,90.5140005633109,90.5140005633109,90.5140005633109,90.51512673753071,90.5140005633109,90.51625293977439,90.51625293977439,90.51625293977439,90.51625293977439,90.51625293977439,90.51625293977439,90.51625293977439,90.51625293977439,90.51625293977439,95.2575633687653,100.0,100.0,100.0,100.0,100.0,100.0,100.387195083871
Albania,AL,ALB,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.1926672267503,95.1793193077841,95.1919712281185,95.5462092576212,95.5024152205885,95.88099080515299,95.8439250663058,95.64294020461891,94.98914337438829,94.8481732024108,94.8638793799296,94.7091769991115,94.4395618602652,93.2163585235905,94.3712205127775,94.3475374900153,99.135003696097,98.95957735147911,101.652932520084,101.063978205496,100.59507534644099,100.254646207436,100.081399753483,100.0,99.16450605166061,98.7078954531214,97.68596041940671,97.02912774322819,96.84201699975189
"Armenia, Rep. of",AM,ARM,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,94.63367708581,94.9270967686479,94.10464090846659,97.34061933510051,98.39404331956551,101.145952360184,102.787783229652,102.678301321208,102.568181541139,102.90591476135201,103.238521497359,102.63327038976,100.560456784166,100.667144464629,100.557564543414,100.038747379144,100.126630355974,100.34176675982499,99.9661875880168,100.35339097029501,99.9858970269022,99.82996443914169,100.019187783275,100.0,99.0531769350697,99.0484865030338,98.7766464284189,98.544105818315,98.4572706251433
Angola,AO,AGO,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.73529955795149,85.7408374862209,85.7456120864648,85.68238045918919,85.7051922675943,86.1008154925904,86.7066528379277,90.53724830544479,93.2019961153516,92.8596143874197,94.21284595379869,94.92748515957109,94.7321119707837,94.68166459323,95.2767302972431,96.0629471545805,96.2680065914664,98.00737299103339,98.50092187828889,99.4037877746449,99.56899577383359,99.8858081031535,99.98752474700959,100.0,100.07753457031001,99.890054368077,100.86437499134,102.03506589108,102.782753295253
Argentina,AR,ARG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,92.3983769605165,92.4166972350848,92.4343804153789,92.8604559083511,93.16432476613289,93.6307659792012,94.3492036634718,95.4811895124961,95.91096905748641,96.704942803132,97.09285888189049,97.83440397214659,98.56873576843441,99.0615687329654,99.3792085496231,99.62446649747271,99.6960127678299,99.69304619734389,100.031638871414,100.139225734314,100.24031054481,100.22919596494799,100.090980911295,100.0,99.7579503893396,99.6482261500787,99.3808785029694,99.4070805663969,99.38673529270011
American Samoa,AS,ASM,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,48.710736432672796,46.8683297758805,45.217223960438,43.9300960512273,42.8276280784751,41.7854107538227,41.2986926360726,46.332813384745904,56.4798412575615,66.6969061345936,76.9843916755603,87.3432497331911,88.12155923400749,88.7706776947706,89.607344252032,90.30983191035219,91.3587246531484,92.4059498399146,93.507738367811,94.66715581643541,95.8911419423693,97.18349786552831,98.550893810032,100.0,101.538648184652,103.173359124867,105.056029882604,105.056029882604,104.863703714759
Austria,AT,AUT,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.9195510437357,95.33725662065169,95.5437169644095,94.94672986228849,94.95393769850581,95.10259411839439,95.3380313269885,96.5794987408828,96.8389754161181,97.056491224634,97.31634500175609,97.5197318514526,98.98938204780549,99.0550196214179,98.8987816638293,98.8929341037454,99.0439607254962,99.00291117723921,99.4068215892869,99.56346574050721,99.6386847996346,99.7434672940762,100.01783643775299,100.0,99.8239279252843,99.7954798505448,99.8333126748525,99.71925287490551,100.028461775557
Australia,AU,AUS,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,94.78523093845999,94.81757535179909,94.8081173090794,95.0311851493593,95.1516799238288,95.3613726069585,95.6785350055107,96.6605385835684,97.7288930256353,98.3679970592779,98.8138962109835,99.1705391035741,99.39420258131611,99.4489213555432,99.3500024100408,99.0453212572686,99.2144908429931,99.4640359737196,98.858430922064,99.7398078283065,99.8348481841015,99.7175923960405,99.8955558581673,100.0,99.9731590097404,100.02441970021201,100.00668652149,99.9638432192403,99.9974268232357
"Aruba, Kingdom of the Netherlands",AW,ABW,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,32.3305181465419,32.3305181465419,32.3305181465419,32.3305181465419,32.3305181465419,32.3305181465419,33.125040927937604,33.125040927937604,33.389637069162305,33.389637069162305,33.389637069162305,33.389637069162305,33.389637069162305,33.389637069162305,33.9235736830915,33.9235736830915,34.9828806208628,36.576124172563304,37.3706704845779,40.2921707372746,44.007973395909296,62.3145400593472,94.9554896142433,100.0,100.0,126.801397203815,133.699327473651,136.616453510994,137.063837472903
"Azerbaijan, Rep. of",AZ,AZE,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,91.4665892531766,91.5639030192529,91.71883268537049,92.32799844782879,94.94372023517529,95.24636764902999,95.9065065506499,97.0977154237051,97.6992292750476,98.5475393902743,98.8834980834082,99.0228524667323,99.266506233533,99.5281653161135,99.6189954649622,99.5450611446076,99.53238791023051,99.6664483810799,99.82719682645961,99.91611846005661,99.891269640464,100.139844466239,100.060931842288,100.0,99.2318062126854,99.63861791032511,99.40635735698311,99.2301194121811,99.2157703838723
Bosnia and Herzegovina,BA,BIH,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.41187036548631,86.2630241620791,87.1327368391246,88.3575129057511,90.0261265589171,91.0765490292324,94.8282505407508,97.6211124769819,100.721009368,100.991497534979,101.25956924647299,101.572665810209,102.049063158185,102.136694440105,101.80966042605701,101.71184251219701,101.447108663566,99.9867284672782,99.7775821866229,100.14998157813201,99.9564057556433,99.9284075752752,99.76690697248921,100.0,100.174403999302,100.529737446966,101.28699296609099,100.76239603131201,101.567374864643
Barbados,BB,BRB,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2020. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/LC. Date of Access: 11-01-2022; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,103.257708714634,103.40416888466501,103.489687486316,103.542107281351,103.640634707555,103.643061307571,103.652184238275,103.33264527156899,103.416211125646,103.44941851744001,103.151775679108,103.157485402762,102.720680479924,102.822256929746,102.891461352011,102.994367774935,103.093989950319,103.127090415943,102.785765373893,102.297873272125,101.74904027208099,101.368798260083,100.97651403465201,100.0,98.7496602875114,98.79468391014319,98.79468391014319,98.82132274591659,98.7994278124042
